UUID,Type,Value,Created,Language
localize_statistics-6788,suggestions,40323,1456185601,localize_glossary_languages_fr
localize_statistics-6789,contributors,510,1456272001,localize_glossary_languages_fr
localize_statistics-6790,to_translate,633514,1456272001,localize_glossary_languages_fr
localize_statistics-6791,translations,73198,1456272001,localize_glossary_languages_fr
localize_statistics-6792,suggestions,40324,1456272001,localize_glossary_languages_fr
localize_statistics-6793,contributors,510,1456358401,localize_glossary_languages_fr
localize_statistics-6794,to_translate,633611,1456358401,localize_glossary_languages_fr
localize_statistics-6795,translations,73198,1456358401,localize_glossary_languages_fr
localize_statistics-6796,suggestions,40346,1456358401,localize_glossary_languages_fr
localize_statistics-6797,contributors,510,1456444802,localize_glossary_languages_fr
localize_statistics-6798,to_translate,633874,1456444802,localize_glossary_languages_fr
localize_statistics-6799,translations,73198,1456444802,localize_glossary_languages_fr
localize_statistics-6800,suggestions,40350,1456444802,localize_glossary_languages_fr
localize_statistics-6801,contributors,510,1456531201,localize_glossary_languages_fr
localize_statistics-6802,to_translate,634165,1456531201,localize_glossary_languages_fr
localize_statistics-6803,translations,73198,1456531201,localize_glossary_languages_fr
localize_statistics-6804,suggestions,40425,1456531201,localize_glossary_languages_fr
localize_statistics-6805,contributors,510,1456617601,localize_glossary_languages_fr
localize_statistics-6806,to_translate,634342,1456617601,localize_glossary_languages_fr
localize_statistics-6807,translations,73198,1456617601,localize_glossary_languages_fr
localize_statistics-6808,suggestions,40426,1456617601,localize_glossary_languages_fr
localize_statistics-6809,contributors,510,1456704001,localize_glossary_languages_fr
localize_statistics-6810,to_translate,634509,1456704001,localize_glossary_languages_fr
localize_statistics-6811,translations,73198,1456704001,localize_glossary_languages_fr
localize_statistics-6812,suggestions,40431,1456704001,localize_glossary_languages_fr
localize_statistics-6813,contributors,510,1456790402,localize_glossary_languages_fr
localize_statistics-6814,to_translate,634731,1456790402,localize_glossary_languages_fr
localize_statistics-6815,translations,73198,1456790402,localize_glossary_languages_fr
localize_statistics-6816,suggestions,40491,1456790402,localize_glossary_languages_fr
localize_statistics-6817,contributors,510,1456876801,localize_glossary_languages_fr
localize_statistics-6818,to_translate,634887,1456876801,localize_glossary_languages_fr
localize_statistics-6819,translations,73198,1456876801,localize_glossary_languages_fr
localize_statistics-6820,suggestions,40492,1456876801,localize_glossary_languages_fr
localize_statistics-6821,contributors,510,1456963201,localize_glossary_languages_fr
localize_statistics-6822,to_translate,635071,1456963201,localize_glossary_languages_fr
localize_statistics-6823,translations,73198,1456963201,localize_glossary_languages_fr
localize_statistics-6824,suggestions,40493,1456963201,localize_glossary_languages_fr
localize_statistics-6825,contributors,510,1457049601,localize_glossary_languages_fr
localize_statistics-6826,to_translate,635411,1457049601,localize_glossary_languages_fr
localize_statistics-6827,translations,73198,1457049601,localize_glossary_languages_fr
localize_statistics-6828,suggestions,40515,1457049601,localize_glossary_languages_fr
localize_statistics-6829,contributors,510,1457136002,localize_glossary_languages_fr
localize_statistics-6830,to_translate,635568,1457136002,localize_glossary_languages_fr
localize_statistics-6831,translations,73198,1457136002,localize_glossary_languages_fr
localize_statistics-6832,suggestions,40553,1457136002,localize_glossary_languages_fr
localize_statistics-6833,contributors,510,1457222401,localize_glossary_languages_fr
localize_statistics-6834,to_translate,635695,1457222401,localize_glossary_languages_fr
localize_statistics-6835,translations,73198,1457222401,localize_glossary_languages_fr
localize_statistics-6836,suggestions,40556,1457222401,localize_glossary_languages_fr
localize_statistics-6837,contributors,510,1457308801,localize_glossary_languages_fr
localize_statistics-6838,to_translate,635764,1457308801,localize_glossary_languages_fr
localize_statistics-6839,translations,73198,1457308801,localize_glossary_languages_fr
localize_statistics-6840,suggestions,40630,1457308801,localize_glossary_languages_fr
localize_statistics-6841,contributors,510,1457395202,localize_glossary_languages_fr
localize_statistics-6842,to_translate,636148,1457395202,localize_glossary_languages_fr
localize_statistics-6843,translations,73198,1457395202,localize_glossary_languages_fr
localize_statistics-6844,suggestions,40637,1457395202,localize_glossary_languages_fr
localize_statistics-6845,contributors,510,1457481601,localize_glossary_languages_fr
localize_statistics-6846,to_translate,636351,1457481601,localize_glossary_languages_fr
localize_statistics-6847,translations,73198,1457481601,localize_glossary_languages_fr
localize_statistics-6848,suggestions,40694,1457481601,localize_glossary_languages_fr
localize_statistics-6849,contributors,510,1457568002,localize_glossary_languages_fr
localize_statistics-6850,to_translate,636566,1457568002,localize_glossary_languages_fr
localize_statistics-6851,translations,73198,1457568002,localize_glossary_languages_fr
localize_statistics-6852,suggestions,40789,1457568002,localize_glossary_languages_fr
localize_statistics-6853,contributors,510,1457654401,localize_glossary_languages_fr
localize_statistics-6854,to_translate,636631,1457654401,localize_glossary_languages_fr
localize_statistics-6855,translations,73198,1457654401,localize_glossary_languages_fr
localize_statistics-6856,suggestions,40797,1457654401,localize_glossary_languages_fr
localize_statistics-6857,contributors,510,1457740801,localize_glossary_languages_fr
localize_statistics-6858,to_translate,636865,1457740801,localize_glossary_languages_fr
localize_statistics-6859,translations,73198,1457740801,localize_glossary_languages_fr
localize_statistics-6860,suggestions,40800,1457740801,localize_glossary_languages_fr
localize_statistics-6861,contributors,510,1457827202,localize_glossary_languages_fr
localize_statistics-6862,to_translate,636996,1457827202,localize_glossary_languages_fr
localize_statistics-6863,translations,73198,1457827202,localize_glossary_languages_fr
localize_statistics-6864,suggestions,40802,1457827202,localize_glossary_languages_fr
localize_statistics-6865,contributors,510,1457913602,localize_glossary_languages_fr
localize_statistics-6866,to_translate,637068,1457913602,localize_glossary_languages_fr
localize_statistics-6867,translations,73198,1457913602,localize_glossary_languages_fr
localize_statistics-6868,suggestions,40834,1457913602,localize_glossary_languages_fr
localize_statistics-6869,contributors,510,1458000001,localize_glossary_languages_fr
localize_statistics-6870,to_translate,637224,1458000001,localize_glossary_languages_fr
localize_statistics-6871,translations,73198,1458000001,localize_glossary_languages_fr
localize_statistics-6872,suggestions,40875,1458000001,localize_glossary_languages_fr
localize_statistics-6873,contributors,510,1458086401,localize_glossary_languages_fr
localize_statistics-6874,to_translate,637290,1458086401,localize_glossary_languages_fr
localize_statistics-6875,translations,73198,1458086401,localize_glossary_languages_fr
localize_statistics-6876,suggestions,41077,1458086401,localize_glossary_languages_fr
localize_statistics-6877,contributors,510,1458172801,localize_glossary_languages_fr
localize_statistics-6878,to_translate,637446,1458172801,localize_glossary_languages_fr
localize_statistics-6879,translations,73198,1458172801,localize_glossary_languages_fr
localize_statistics-6880,suggestions,41113,1458172801,localize_glossary_languages_fr
localize_statistics-6881,contributors,510,1458259202,localize_glossary_languages_fr
localize_statistics-6882,to_translate,637765,1458259202,localize_glossary_languages_fr
localize_statistics-6883,translations,73198,1458259202,localize_glossary_languages_fr
localize_statistics-6884,suggestions,41115,1458259202,localize_glossary_languages_fr
localize_statistics-6885,contributors,510,1458345601,localize_glossary_languages_fr
localize_statistics-6886,to_translate,637865,1458345601,localize_glossary_languages_fr
localize_statistics-6887,translations,73198,1458345601,localize_glossary_languages_fr
localize_statistics-6888,suggestions,41117,1458345601,localize_glossary_languages_fr
localize_statistics-6889,contributors,510,1458432002,localize_glossary_languages_fr
localize_statistics-6890,to_translate,637933,1458432002,localize_glossary_languages_fr
localize_statistics-6891,translations,73198,1458432002,localize_glossary_languages_fr
localize_statistics-6892,suggestions,41119,1458432002,localize_glossary_languages_fr
localize_statistics-6893,contributors,510,1458518401,localize_glossary_languages_fr
localize_statistics-6894,to_translate,638018,1458518401,localize_glossary_languages_fr
localize_statistics-6895,translations,73198,1458518401,localize_glossary_languages_fr
localize_statistics-6896,suggestions,41123,1458518401,localize_glossary_languages_fr
localize_statistics-6897,contributors,510,1458604801,localize_glossary_languages_fr
localize_statistics-6898,to_translate,638111,1458604801,localize_glossary_languages_fr
localize_statistics-6899,translations,73198,1458604801,localize_glossary_languages_fr
localize_statistics-6900,suggestions,41155,1458604801,localize_glossary_languages_fr
localize_statistics-6901,contributors,510,1458691201,localize_glossary_languages_fr
localize_statistics-6902,to_translate,638206,1458691201,localize_glossary_languages_fr
localize_statistics-6903,translations,73198,1458691201,localize_glossary_languages_fr
localize_statistics-6904,suggestions,41245,1458691201,localize_glossary_languages_fr
localize_statistics-6905,contributors,510,1458777601,localize_glossary_languages_fr
localize_statistics-6906,to_translate,638785,1458777601,localize_glossary_languages_fr
localize_statistics-6907,translations,73198,1458777601,localize_glossary_languages_fr
localize_statistics-6908,suggestions,41399,1458777601,localize_glossary_languages_fr
localize_statistics-6909,contributors,510,1458864001,localize_glossary_languages_fr
localize_statistics-6910,to_translate,638882,1458864001,localize_glossary_languages_fr
localize_statistics-6911,translations,73198,1458864001,localize_glossary_languages_fr
localize_statistics-6912,suggestions,41433,1458864001,localize_glossary_languages_fr
localize_statistics-6913,contributors,510,1458950401,localize_glossary_languages_fr
localize_statistics-6914,to_translate,639022,1458950401,localize_glossary_languages_fr
localize_statistics-6915,translations,73198,1458950401,localize_glossary_languages_fr
localize_statistics-6916,suggestions,41436,1458950401,localize_glossary_languages_fr
localize_statistics-6917,contributors,510,1459036801,localize_glossary_languages_fr
localize_statistics-6918,to_translate,639046,1459036801,localize_glossary_languages_fr
localize_statistics-6919,translations,73198,1459036801,localize_glossary_languages_fr
localize_statistics-6920,suggestions,41437,1459036801,localize_glossary_languages_fr
localize_statistics-6921,contributors,510,1459123201,localize_glossary_languages_fr
localize_statistics-6922,to_translate,639091,1459123201,localize_glossary_languages_fr
localize_statistics-6923,translations,73198,1459123201,localize_glossary_languages_fr
localize_statistics-6924,suggestions,41510,1459123201,localize_glossary_languages_fr
localize_statistics-6925,contributors,510,1459209601,localize_glossary_languages_fr
localize_statistics-6926,to_translate,639275,1459209601,localize_glossary_languages_fr
localize_statistics-6927,translations,73198,1459209601,localize_glossary_languages_fr
localize_statistics-6928,suggestions,41562,1459209601,localize_glossary_languages_fr
localize_statistics-6929,contributors,510,1459296002,localize_glossary_languages_fr
localize_statistics-6930,to_translate,639457,1459296002,localize_glossary_languages_fr
localize_statistics-6931,translations,73198,1459296002,localize_glossary_languages_fr
localize_statistics-6932,suggestions,41625,1459296002,localize_glossary_languages_fr
localize_statistics-6933,contributors,510,1459382401,localize_glossary_languages_fr
localize_statistics-6934,to_translate,639575,1459382401,localize_glossary_languages_fr
localize_statistics-6935,translations,73198,1459382401,localize_glossary_languages_fr
localize_statistics-6936,suggestions,41635,1459382401,localize_glossary_languages_fr
localize_statistics-6937,contributors,510,1459468802,localize_glossary_languages_fr
localize_statistics-6938,to_translate,639788,1459468802,localize_glossary_languages_fr
localize_statistics-6939,translations,73198,1459468802,localize_glossary_languages_fr
localize_statistics-6940,suggestions,41697,1459468802,localize_glossary_languages_fr
localize_statistics-6941,contributors,510,1459555201,localize_glossary_languages_fr
localize_statistics-6942,to_translate,639991,1459555201,localize_glossary_languages_fr
localize_statistics-6943,translations,73198,1459555201,localize_glossary_languages_fr
localize_statistics-6944,suggestions,41772,1459555201,localize_glossary_languages_fr
localize_statistics-6945,contributors,510,1459641601,localize_glossary_languages_fr
localize_statistics-6946,to_translate,640110,1459641601,localize_glossary_languages_fr
localize_statistics-6947,translations,73198,1459641601,localize_glossary_languages_fr
localize_statistics-6948,suggestions,41773,1459641601,localize_glossary_languages_fr
localize_statistics-6949,contributors,510,1459728001,localize_glossary_languages_fr
localize_statistics-6950,to_translate,640198,1459728001,localize_glossary_languages_fr
localize_statistics-6951,translations,73198,1459728001,localize_glossary_languages_fr
localize_statistics-6952,suggestions,41774,1459728001,localize_glossary_languages_fr
localize_statistics-6953,contributors,510,1459814401,localize_glossary_languages_fr
localize_statistics-6954,to_translate,640253,1459814401,localize_glossary_languages_fr
localize_statistics-6955,translations,73198,1459814401,localize_glossary_languages_fr
localize_statistics-6956,suggestions,41775,1459814401,localize_glossary_languages_fr
localize_statistics-6957,contributors,510,1459900801,localize_glossary_languages_fr
localize_statistics-6958,to_translate,640392,1459900801,localize_glossary_languages_fr
localize_statistics-6959,translations,73198,1459900801,localize_glossary_languages_fr
localize_statistics-6960,suggestions,41776,1459900801,localize_glossary_languages_fr
localize_statistics-6961,contributors,510,1459987201,localize_glossary_languages_fr
localize_statistics-6962,to_translate,640499,1459987201,localize_glossary_languages_fr
localize_statistics-6963,translations,73199,1459987201,localize_glossary_languages_fr
localize_statistics-6964,suggestions,41880,1459987201,localize_glossary_languages_fr
localize_statistics-6965,contributors,510,1460073602,localize_glossary_languages_fr
localize_statistics-6966,to_translate,640738,1460073602,localize_glossary_languages_fr
localize_statistics-6967,translations,73199,1460073602,localize_glossary_languages_fr
localize_statistics-6968,suggestions,41880,1460073602,localize_glossary_languages_fr
localize_statistics-6969,contributors,510,1460160001,localize_glossary_languages_fr
localize_statistics-6970,to_translate,640951,1460160001,localize_glossary_languages_fr
localize_statistics-6971,translations,73199,1460160001,localize_glossary_languages_fr
localize_statistics-6972,suggestions,41882,1460160001,localize_glossary_languages_fr
localize_statistics-6973,contributors,510,1460246401,localize_glossary_languages_fr
localize_statistics-6974,to_translate,641202,1460246401,localize_glossary_languages_fr
localize_statistics-6975,translations,73199,1460246401,localize_glossary_languages_fr
localize_statistics-6976,suggestions,41958,1460246401,localize_glossary_languages_fr
localize_statistics-6977,contributors,510,1460332801,localize_glossary_languages_fr
localize_statistics-6978,to_translate,641227,1460332801,localize_glossary_languages_fr
localize_statistics-6979,translations,73199,1460332801,localize_glossary_languages_fr
localize_statistics-6980,suggestions,41965,1460332801,localize_glossary_languages_fr
localize_statistics-6981,contributors,510,1460419202,localize_glossary_languages_fr
localize_statistics-6982,to_translate,641400,1460419202,localize_glossary_languages_fr
localize_statistics-6983,translations,73199,1460419202,localize_glossary_languages_fr
localize_statistics-6984,suggestions,41965,1460419202,localize_glossary_languages_fr
localize_statistics-6985,contributors,510,1460505602,localize_glossary_languages_fr
localize_statistics-6986,to_translate,641699,1460505602,localize_glossary_languages_fr
localize_statistics-6987,translations,73199,1460505602,localize_glossary_languages_fr
localize_statistics-6988,suggestions,41965,1460505602,localize_glossary_languages_fr
localize_statistics-6989,contributors,510,1460592001,localize_glossary_languages_fr
localize_statistics-6990,to_translate,641871,1460592001,localize_glossary_languages_fr
localize_statistics-6991,translations,73199,1460592001,localize_glossary_languages_fr
localize_statistics-6992,suggestions,42044,1460592001,localize_glossary_languages_fr
localize_statistics-6993,contributors,510,1460678401,localize_glossary_languages_fr
localize_statistics-6994,to_translate,642095,1460678401,localize_glossary_languages_fr
localize_statistics-6995,translations,73199,1460678401,localize_glossary_languages_fr
localize_statistics-6996,suggestions,42045,1460678401,localize_glossary_languages_fr
localize_statistics-6997,contributors,510,1460764802,localize_glossary_languages_fr
localize_statistics-6998,to_translate,642373,1460764802,localize_glossary_languages_fr
localize_statistics-6999,translations,73200,1460764802,localize_glossary_languages_fr
localize_statistics-7000,suggestions,42064,1460764802,localize_glossary_languages_fr
localize_statistics-7001,contributors,510,1460851201,localize_glossary_languages_fr
localize_statistics-7002,to_translate,642402,1460851201,localize_glossary_languages_fr
localize_statistics-7003,translations,73200,1460851201,localize_glossary_languages_fr
localize_statistics-7004,suggestions,42066,1460851201,localize_glossary_languages_fr
localize_statistics-7005,contributors,510,1460937602,localize_glossary_languages_fr
localize_statistics-7006,to_translate,642526,1460937602,localize_glossary_languages_fr
localize_statistics-7007,translations,73200,1460937602,localize_glossary_languages_fr
localize_statistics-7008,suggestions,42125,1460937602,localize_glossary_languages_fr
localize_statistics-7009,contributors,511,1461024001,localize_glossary_languages_fr
localize_statistics-7010,to_translate,642811,1461024001,localize_glossary_languages_fr
localize_statistics-7011,translations,73215,1461024001,localize_glossary_languages_fr
localize_statistics-7012,suggestions,42138,1461024001,localize_glossary_languages_fr
localize_statistics-7013,contributors,511,1461110402,localize_glossary_languages_fr
localize_statistics-7014,to_translate,642865,1461110402,localize_glossary_languages_fr
localize_statistics-7015,translations,73215,1461110402,localize_glossary_languages_fr
localize_statistics-7016,suggestions,42186,1461110402,localize_glossary_languages_fr
localize_statistics-7017,contributors,511,1461196801,localize_glossary_languages_fr
localize_statistics-7018,to_translate,642930,1461196801,localize_glossary_languages_fr
localize_statistics-7019,translations,73215,1461196801,localize_glossary_languages_fr
localize_statistics-7020,suggestions,46121,1461196801,localize_glossary_languages_fr
localize_statistics-7021,contributors,511,1461283202,localize_glossary_languages_fr
localize_statistics-7022,to_translate,643269,1461283202,localize_glossary_languages_fr
localize_statistics-7023,translations,73215,1461283202,localize_glossary_languages_fr
localize_statistics-7024,suggestions,46182,1461283202,localize_glossary_languages_fr
localize_statistics-7025,contributors,511,1461369602,localize_glossary_languages_fr
localize_statistics-7026,to_translate,643429,1461369602,localize_glossary_languages_fr
localize_statistics-7027,translations,73215,1461369602,localize_glossary_languages_fr
localize_statistics-7028,suggestions,46183,1461369602,localize_glossary_languages_fr
localize_statistics-7029,contributors,511,1461456002,localize_glossary_languages_fr
localize_statistics-7030,to_translate,643487,1461456002,localize_glossary_languages_fr
localize_statistics-7031,translations,73215,1461456002,localize_glossary_languages_fr
localize_statistics-7032,suggestions,46184,1461456002,localize_glossary_languages_fr
localize_statistics-7033,contributors,511,1461542401,localize_glossary_languages_fr
localize_statistics-7034,to_translate,643513,1461542401,localize_glossary_languages_fr
localize_statistics-7035,translations,73215,1461542401,localize_glossary_languages_fr
localize_statistics-7036,suggestions,46191,1461542401,localize_glossary_languages_fr
localize_statistics-7037,contributors,511,1461628801,localize_glossary_languages_fr
localize_statistics-7038,to_translate,643600,1461628801,localize_glossary_languages_fr
localize_statistics-7039,translations,73215,1461628801,localize_glossary_languages_fr
localize_statistics-7040,suggestions,46192,1461628801,localize_glossary_languages_fr
localize_statistics-7041,contributors,511,1461715202,localize_glossary_languages_fr
localize_statistics-7042,to_translate,643708,1461715202,localize_glossary_languages_fr
localize_statistics-7043,translations,73215,1461715202,localize_glossary_languages_fr
localize_statistics-7044,suggestions,46193,1461715202,localize_glossary_languages_fr
localize_statistics-7045,contributors,511,1461801601,localize_glossary_languages_fr
localize_statistics-7046,to_translate,643836,1461801601,localize_glossary_languages_fr
localize_statistics-7047,translations,73215,1461801601,localize_glossary_languages_fr
localize_statistics-7048,suggestions,46232,1461801601,localize_glossary_languages_fr
localize_statistics-7049,contributors,511,1461888001,localize_glossary_languages_fr
localize_statistics-7050,to_translate,644151,1461888001,localize_glossary_languages_fr
localize_statistics-7051,translations,73215,1461888001,localize_glossary_languages_fr
localize_statistics-7052,suggestions,47166,1461888001,localize_glossary_languages_fr
localize_statistics-7053,contributors,511,1461974401,localize_glossary_languages_fr
localize_statistics-7054,to_translate,644209,1461974401,localize_glossary_languages_fr
localize_statistics-7055,translations,73216,1461974401,localize_glossary_languages_fr
localize_statistics-7056,suggestions,47315,1461974401,localize_glossary_languages_fr
localize_statistics-7057,contributors,511,1462060801,localize_glossary_languages_fr
localize_statistics-7058,to_translate,644369,1462060801,localize_glossary_languages_fr
localize_statistics-7059,translations,73216,1462060801,localize_glossary_languages_fr
localize_statistics-7060,suggestions,47978,1462060801,localize_glossary_languages_fr
localize_statistics-7061,contributors,511,1462147202,localize_glossary_languages_fr
localize_statistics-7062,to_translate,644490,1462147202,localize_glossary_languages_fr
localize_statistics-7063,translations,73216,1462147202,localize_glossary_languages_fr
localize_statistics-7064,suggestions,47978,1462147202,localize_glossary_languages_fr
localize_statistics-7065,contributors,511,1462233601,localize_glossary_languages_fr
localize_statistics-7066,to_translate,644536,1462233601,localize_glossary_languages_fr
localize_statistics-7067,translations,73216,1462233601,localize_glossary_languages_fr
localize_statistics-7068,suggestions,48518,1462233601,localize_glossary_languages_fr
localize_statistics-7069,contributors,511,1462320002,localize_glossary_languages_fr
localize_statistics-7070,to_translate,644896,1462320002,localize_glossary_languages_fr
localize_statistics-7071,translations,73422,1462320002,localize_glossary_languages_fr
localize_statistics-7072,suggestions,48886,1462320002,localize_glossary_languages_fr
localize_statistics-7073,contributors,511,1462406402,localize_glossary_languages_fr
localize_statistics-7074,to_translate,645152,1462406402,localize_glossary_languages_fr
localize_statistics-7075,translations,73429,1462406402,localize_glossary_languages_fr
localize_statistics-7076,suggestions,49012,1462406402,localize_glossary_languages_fr
localize_statistics-7077,contributors,511,1462492802,localize_glossary_languages_fr
localize_statistics-7078,to_translate,645317,1462492802,localize_glossary_languages_fr
localize_statistics-7079,translations,73453,1462492802,localize_glossary_languages_fr
localize_statistics-7080,suggestions,48996,1462492802,localize_glossary_languages_fr
localize_statistics-7081,contributors,511,1462579201,localize_glossary_languages_fr
localize_statistics-7082,to_translate,645409,1462579201,localize_glossary_languages_fr
localize_statistics-7083,translations,73453,1462579201,localize_glossary_languages_fr
localize_statistics-7084,suggestions,49052,1462579201,localize_glossary_languages_fr
localize_statistics-7085,contributors,511,1462665601,localize_glossary_languages_fr
localize_statistics-7086,to_translate,645695,1462665601,localize_glossary_languages_fr
localize_statistics-7087,translations,73453,1462665601,localize_glossary_languages_fr
localize_statistics-7088,suggestions,49123,1462665601,localize_glossary_languages_fr
localize_statistics-7089,contributors,517,1464177728,localize_glossary_languages_fr
localize_statistics-7090,to_translate,648489,1464177728,localize_glossary_languages_fr
localize_statistics-7091,translations,73525,1464177728,localize_glossary_languages_fr
localize_statistics-7092,suggestions,49512,1464177728,localize_glossary_languages_fr
localize_statistics-7093,contributors,517,1464183690,localize_glossary_languages_fr
localize_statistics-7094,to_translate,648489,1464183690,localize_glossary_languages_fr
localize_statistics-7095,translations,73525,1464183690,localize_glossary_languages_fr
localize_statistics-7096,suggestions,49512,1464183690,localize_glossary_languages_fr
localize_statistics-7097,contributors,517,1464187408,localize_glossary_languages_fr
localize_statistics-7098,to_translate,648535,1464187408,localize_glossary_languages_fr
localize_statistics-7099,translations,73525,1464187408,localize_glossary_languages_fr
localize_statistics-7100,suggestions,49513,1464187408,localize_glossary_languages_fr
localize_statistics-7101,contributors,517,1464191745,localize_glossary_languages_fr
localize_statistics-7102,to_translate,648537,1464191745,localize_glossary_languages_fr
localize_statistics-7103,translations,73525,1464191745,localize_glossary_languages_fr
localize_statistics-7104,suggestions,49513,1464191745,localize_glossary_languages_fr
localize_statistics-7105,contributors,517,1464197389,localize_glossary_languages_fr
localize_statistics-7106,to_translate,648573,1464197389,localize_glossary_languages_fr
localize_statistics-7107,translations,73525,1464197389,localize_glossary_languages_fr
localize_statistics-7108,suggestions,49513,1464197389,localize_glossary_languages_fr
localize_statistics-7109,contributors,517,1464202216,localize_glossary_languages_fr
localize_statistics-7110,to_translate,648573,1464202216,localize_glossary_languages_fr
localize_statistics-7111,translations,73525,1464202216,localize_glossary_languages_fr
localize_statistics-7112,suggestions,49513,1464202216,localize_glossary_languages_fr
localize_statistics-7113,contributors,517,1464206945,localize_glossary_languages_fr
localize_statistics-7114,to_translate,648585,1464206945,localize_glossary_languages_fr
localize_statistics-7115,translations,73525,1464206945,localize_glossary_languages_fr
localize_statistics-7116,suggestions,49513,1464206945,localize_glossary_languages_fr
localize_statistics-7117,contributors,517,1464211669,localize_glossary_languages_fr
localize_statistics-7118,to_translate,648588,1464211669,localize_glossary_languages_fr
localize_statistics-7119,translations,73525,1464211669,localize_glossary_languages_fr
localize_statistics-7120,suggestions,49513,1464211669,localize_glossary_languages_fr
localize_statistics-7121,contributors,517,1464215657,localize_glossary_languages_fr
localize_statistics-7122,to_translate,648588,1464215657,localize_glossary_languages_fr
localize_statistics-7123,translations,73525,1464215657,localize_glossary_languages_fr
localize_statistics-7124,suggestions,49513,1464215657,localize_glossary_languages_fr
localize_statistics-7125,contributors,517,1464219311,localize_glossary_languages_fr
localize_statistics-7126,to_translate,648664,1464219311,localize_glossary_languages_fr
localize_statistics-7127,translations,73525,1464219311,localize_glossary_languages_fr
localize_statistics-7128,suggestions,49513,1464219311,localize_glossary_languages_fr
localize_statistics-7129,contributors,517,1464222916,localize_glossary_languages_fr
localize_statistics-7130,to_translate,648664,1464222916,localize_glossary_languages_fr
localize_statistics-7131,translations,73525,1464222916,localize_glossary_languages_fr
localize_statistics-7132,suggestions,49513,1464222916,localize_glossary_languages_fr
localize_statistics-7133,contributors,517,1464226702,localize_glossary_languages_fr
localize_statistics-7134,to_translate,648664,1464226702,localize_glossary_languages_fr
localize_statistics-7135,translations,73525,1464226702,localize_glossary_languages_fr
localize_statistics-7136,suggestions,49513,1464226702,localize_glossary_languages_fr
localize_statistics-7137,contributors,517,1464230575,localize_glossary_languages_fr
localize_statistics-7138,to_translate,648664,1464230575,localize_glossary_languages_fr
localize_statistics-7139,translations,73525,1464230575,localize_glossary_languages_fr
localize_statistics-7140,suggestions,49513,1464230575,localize_glossary_languages_fr
localize_statistics-7141,contributors,517,1464234301,localize_glossary_languages_fr
localize_statistics-7142,to_translate,648664,1464234301,localize_glossary_languages_fr
localize_statistics-7143,translations,73525,1464234301,localize_glossary_languages_fr
localize_statistics-7144,suggestions,49513,1464234301,localize_glossary_languages_fr
localize_statistics-7145,contributors,517,1464237931,localize_glossary_languages_fr
localize_statistics-7146,to_translate,648664,1464237931,localize_glossary_languages_fr
localize_statistics-7147,translations,73525,1464237931,localize_glossary_languages_fr
localize_statistics-7148,suggestions,49513,1464237931,localize_glossary_languages_fr
localize_statistics-7149,contributors,517,1464241932,localize_glossary_languages_fr
localize_statistics-7150,to_translate,648664,1464241932,localize_glossary_languages_fr
localize_statistics-7151,translations,73525,1464241932,localize_glossary_languages_fr
localize_statistics-7152,suggestions,49513,1464241932,localize_glossary_languages_fr
localize_statistics-7153,contributors,517,1464245536,localize_glossary_languages_fr
localize_statistics-7154,to_translate,648664,1464245536,localize_glossary_languages_fr
localize_statistics-7155,translations,73525,1464245536,localize_glossary_languages_fr
localize_statistics-7156,suggestions,49513,1464245536,localize_glossary_languages_fr
localize_statistics-7157,contributors,517,1464249312,localize_glossary_languages_fr
localize_statistics-7158,to_translate,648664,1464249312,localize_glossary_languages_fr
localize_statistics-7159,translations,73525,1464249312,localize_glossary_languages_fr
localize_statistics-7160,suggestions,49513,1464249312,localize_glossary_languages_fr
localize_statistics-7161,contributors,517,1464309362,localize_glossary_languages_fr
localize_statistics-7162,to_translate,648820,1464309362,localize_glossary_languages_fr
localize_statistics-7163,translations,73525,1464309362,localize_glossary_languages_fr
localize_statistics-7164,suggestions,49584,1464309362,localize_glossary_languages_fr
localize_statistics-7165,contributors,517,1464394864,localize_glossary_languages_fr
localize_statistics-7166,to_translate,649386,1464394864,localize_glossary_languages_fr
localize_statistics-7167,translations,73525,1464394864,localize_glossary_languages_fr
localize_statistics-7168,suggestions,49584,1464394864,localize_glossary_languages_fr
localize_statistics-7169,contributors,517,1464481465,localize_glossary_languages_fr
localize_statistics-7170,to_translate,649450,1464481465,localize_glossary_languages_fr
localize_statistics-7171,translations,73525,1464481465,localize_glossary_languages_fr
localize_statistics-7172,suggestions,49584,1464481465,localize_glossary_languages_fr
localize_statistics-7173,contributors,518,1464568738,localize_glossary_languages_fr
localize_statistics-7174,to_translate,649473,1464568738,localize_glossary_languages_fr
localize_statistics-7175,translations,73733,1464568738,localize_glossary_languages_fr
localize_statistics-7176,suggestions,49315,1464568738,localize_glossary_languages_fr
localize_statistics-7177,contributors,518,1464655843,localize_glossary_languages_fr
localize_statistics-7178,to_translate,649761,1464655843,localize_glossary_languages_fr
localize_statistics-7179,translations,73734,1464655843,localize_glossary_languages_fr
localize_statistics-7180,suggestions,49322,1464655843,localize_glossary_languages_fr
localize_statistics-7181,contributors,518,1464741214,localize_glossary_languages_fr
localize_statistics-7182,to_translate,650718,1464741214,localize_glossary_languages_fr
localize_statistics-7183,translations,73734,1464741214,localize_glossary_languages_fr
localize_statistics-7184,suggestions,49319,1464741214,localize_glossary_languages_fr
localize_statistics-7185,contributors,518,1464826775,localize_glossary_languages_fr
localize_statistics-7186,to_translate,650952,1464826775,localize_glossary_languages_fr
